iteration,p0_a1,p0_a2,p0_a3,p1_a1,p1_a2,p1_a3,br_p0,br_p1,full_exploitability
3141,0.237671,0.514795,0.247534,0.160993,0.349984,0.489023,2,2,0.144778
3142,0.237595,0.514631,0.247774,0.160941,0.349873,0.489186,2,2,0.144780
3143,0.237520,0.514467,0.248013,0.160890,0.349762,0.489348,2,2,0.144782
3144,0.237444,0.514304,0.248252,0.160839,0.349650,0.489510,2,2,0.144784
3145,0.237369,0.514140,0.248491,0.160788,0.349539,0.489673,2,2,0.144786
3146,0.237294,0.513977,0.248729,0.160737,0.349428,0.489835,2,2,0.144787
3147,0.237218,0.513814,0.248968,0.160686,0.349317,0.489997,2,2,0.144789
3148,0.237143,0.513651,0.249206,0.160635,0.349206,0.490159,2,2,0.144791
3149,0.237068,0.513488,0.249445,0.160584,0.349096,0.490321,2,2,0.144793
3150,0.236992,0.513325,0.249683,0.160533,0.348985,0.490482,2,2,0.144794
3151,0.236917,0.513162,0.249921,0.160482,0.348874,0.490644,2,2,0.144796
3152,0.236842,0.512999,0.250159,0.160431,0.348763,0.490805,2,2,0.144798
3153,0.236767,0.512837,0.250396,0.160380,0.348653,0.490967,2,2,0.144799
3154,0.236692,0.512674,0.250634,0.160330,0.348542,0.491128,2,2,0.144801
3155,0.236617,0.512512,0.250871,0.160279,0.348432,0.491289,2,2,0.144802
3156,0.236542,0.512350,0.251108,0.160228,0.348322,0.491450,2,2,0.144804
3157,0.236467,0.512187,0.251345,0.160177,0.348211,0.491611,2,2,0.144805
3158,0.236392,0.512025,0.251582,0.160127,0.348101,0.491772,2,2,0.144807
3159,0.236318,0.511863,0.251819,0.160076,0.347991,0.491933,2,2,0.144808
3160,0.236243,0.511701,0.252056,0.160025,0.347881,0.492094,2,2,0.144810
3161,0.236168,0.511540,0.252292,0.159975,0.347771,0.492254,2,2,0.144811
3162,0.236094,0.511378,0.252528,0.159924,0.347661,0.492415,2,2,0.144812
3163,0.236019,0.511216,0.252765,0.159874,0.347551,0.492575,2,2,0.144814
3164,0.235944,0.511055,0.253001,0.159823,0.347442,0.492735,2,2,0.144815
3165,0.235870,0.510894,0.253237,0.159773,0.347332,0.492895,2,2,0.144816
3166,0.235795,0.510732,0.253472,0.159722,0.347222,0.493056,2,2,0.144817
3167,0.235721,0.510571,0.253708,0.159672,0.347113,0.493216,2,2,0.144818
3168,0.235647,0.510410,0.253943,0.159621,0.347003,0.493375,2,2,0.144820
3169,0.235572,0.510249,0.254178,0.159571,0.346894,0.493535,2,2,0.144821
3170,0.235498,0.510088,0.254414,0.159521,0.346784,0.493695,2,2,0.144822
3171,0.235424,0.509928,0.254649,0.159471,0.346675,0.493854,2,2,0.144823
3172,0.235350,0.509767,0.254883,0.159420,0.346566,0.494014,2,2,0.144824
3173,0.235276,0.509606,0.255118,0.159370,0.346457,0.494173,2,2,0.144825
3174,0.235202,0.509446,0.255353,0.159320,0.346348,0.494332,2,2,0.144826
3175,0.235127,0.509285,0.255587,0.159270,0.346239,0.494492,2,2,0.144827
3176,0.235053,0.509125,0.255821,0.159220,0.346130,0.494651,2,2,0.144828
3177,0.234980,0.508965,0.256055,0.159170,0.346021,0.494810,2,2,0.144829
3178,0.234906,0.508805,0.256289,0.159119,0.345912,0.494969,2,2,0.144829
3179,0.234832,0.508645,0.256523,0.159069,0.345803,0.495127,2,2,0.144830
3180,0.234758,0.508485,0.256757,0.159019,0.345695,0.495286,2,2,0.144831
3181,0.234684,0.508325,0.256990,0.158970,0.345586,0.495445,2,2,0.144832
3182,0.234611,0.508166,0.257224,0.158920,0.345477,0.495603,2,2,0.144832
3183,0.234537,0.508006,0.257457,0.158870,0.345369,0.495761,2,2,0.144833
3184,0.234463,0.507847,0.257690,0.158820,0.345261,0.495920,2,2,0.144834
3185,0.234390,0.507687,0.257923,0.158770,0.345152,0.496078,2,2,0.144834
3186,0.234316,0.507528,0.258156,0.158720,0.345044,0.496236,2,2,0.144835
3187,0.234243,0.507369,0.258388,0.158670,0.344936,0.496394,2,2,0.144836
3188,0.234169,0.507210,0.258621,0.158621,0.344828,0.496552,2,2,0.144836
3189,0.234096,0.507051,0.258853,0.158571,0.344720,0.496709,2,2,0.144837
3190,0.234023,0.506892,0.259085,0.158521,0.344612,0.496867,2,2,0.144837
3191,0.233949,0.506733,0.259317,0.158472,0.344504,0.497025,2,2,0.144838
3192,0.233876,0.506575,0.259549,0.158422,0.344396,0.497182,2,2,0.144838
3193,0.233803,0.506416,0.259781,0.158372,0.344288,0.497340,2,2,0.144839
3194,0.233730,0.506258,0.260013,0.158323,0.344180,0.497497,2,2,0.144839
3195,0.233657,0.506099,0.260244,0.158273,0.344073,0.497654,2,2,0.144839
3196,0.233583,0.505941,0.260475,0.158224,0.343965,0.497811,2,2,0.144840
3197,0.233510,0.505783,0.260706,0.158174,0.343857,0.497968,2,2,0.144840
3198,0.233437,0.505625,0.260937,0.158125,0.343750,0.498125,2,2,0.144840
3199,0.233365,0.505467,0.261168,0.158076,0.343643,0.498282,2,2,0.144840
3200,0.233292,0.505309,0.261399,0.158026,0.343535,0.498438,2,2,0.144841
3201,0.233219,0.505151,0.261630,0.157977,0.343428,0.498595,2,2,0.144841
3202,0.233146,0.504994,0.261860,0.157928,0.343321,0.498752,2,2,0.144841
3203,0.233073,0.504836,0.262090,0.157878,0.343214,0.498908,2,2,0.144841
3204,0.233001,0.504679,0.262321,0.157829,0.343107,0.499064,2,2,0.144841
3205,0.232928,0.504521,0.262551,0.157780,0.343000,0.499220,2,2,0.144841
3206,0.232855,0.504364,0.262781,0.157731,0.342893,0.499377,2,2,0.144841
3207,0.232783,0.504207,0.263010,0.157682,0.342786,0.499533,2,2,0.144841
3208,0.232710,0.504050,0.263240,0.157632,0.342679,0.499688,2,2,0.144841
3209,0.232638,0.503893,0.263469,0.157583,0.342572,0.499844,2,2,0.144841
3210,0.232565,0.503736,0.263699,0.157534,0.342466,0.500000,2,2,0.144841
3211,0.232493,0.503579,0.263928,0.157485,0.342359,0.500156,2,2,0.144841
3212,0.232421,0.503423,0.264157,0.157436,0.342253,0.500311,2,2,0.144841
3213,0.232348,0.503266,0.264386,0.157387,0.342146,0.500467,2,2,0.144841
3214,0.232276,0.503109,0.264614,0.157338,0.342040,0.500622,2,2,0.144840
3215,0.232204,0.502953,0.264843,0.157289,0.341933,0.500777,2,2,0.144840
3216,0.232132,0.502797,0.265071,0.157241,0.341827,0.500932,2,2,0.144840
3217,0.232060,0.502641,0.265300,0.157192,0.341721,0.501087,2,2,0.144840
3218,0.231988,0.502484,0.265528,0.157143,0.341615,0.501242,2,2,0.144839
3219,0.231916,0.502328,0.265756,0.157094,0.341509,0.501397,2,2,0.144839
3220,0.231844,0.502173,0.265984,0.157045,0.341403,0.501552,2,2,0.144839
3221,0.231772,0.502017,0.266212,0.156997,0.341297,0.501706,2,2,0.144838
3222,0.231700,0.501861,0.266439,0.156948,0.341191,0.501861,2,2,0.144838
3223,0.231628,0.501705,0.266667,0.156899,0.341085,0.502016,2,2,0.144837
3224,0.231556,0.501550,0.266894,0.156851,0.340980,0.502170,2,2,0.144837
3225,0.231484,0.501394,0.267121,0.156802,0.340874,0.502324,2,2,0.144837
3226,0.231413,0.501239,0.267348,0.156753,0.340768,0.502478,2,2,0.144836
3227,0.231341,0.501084,0.267575,0.156705,0.340663,0.502632,2,2,0.144835
3228,0.231269,0.500929,0.267802,0.156656,0.340557,0.502786,2,2,0.144835
3229,0.231198,0.500774,0.268028,0.156608,0.340452,0.502940,2,2,0.144834
3230,0.231126,0.500619,0.268255,0.156559,0.340347,0.503094,2,2,0.144834
3231,0.231055,0.500464,0.268481,0.156511,0.340241,0.503248,2,2,0.144833
3232,0.230983,0.500309,0.268707,0.156463,0.340136,0.503401,2,2,0.144832
3233,0.230912,0.500155,0.268934,0.156414,0.340031,0.503555,2,2,0.144832
3234,0.230841,0.500000,0.269159,0.156366,0.339926,0.503708,2,2,0.144831
3235,0.230769,0.499846,0.269385,0.156318,0.339821,0.503862,2,2,0.144830
3236,0.230698,0.499691,0.269611,0.156269,0.339716,0.504015,2,2,0.144829
3237,0.230627,0.499537,0.269836,0.156221,0.339611,0.504168,2,2,0.144829
3238,0.230556,0.499383,0.270062,0.156173,0.339506,0.504321,2,2,0.144828
3239,0.230484,0.499229,0.270287,0.156125,0.339401,0.504474,2,2,0.144827
3240,0.230413,0.499075,0.270512,0.156076,0.339297,0.504627,2,2,0.144826
3241,0.230342,0.498921,0.270737,0.156028,0.339192,0.504780,2,2,0.144825
3242,0.230271,0.498767,0.270962,0.155980,0.339088,0.504932,2,2,0.144824
3243,0.230200,0.498613,0.271186,0.155932,0.338983,0.505085,2,2,0.144823
3244,0.230129,0.498460,0.271411,0.155884,0.338879,0.505237,2,2,0.144822
3245,0.230059,0.498306,0.271635,0.155836,0.338774,0.505390,2,2,0.144821
3246,0.229988,0.498153,0.271860,0.155788,0.338670,0.505542,2,2,0.144820
3247,0.229917,0.497999,0.272084,0.155740,0.338566,0.505694,2,2,0.144819
3248,0.229846,0.497846,0.272308,0.155692,0.338462,0.505846,2,2,0.144818
3249,0.229775,0.497693,0.272532,0.155644,0.338357,0.505998,2,2,0.144817
3250,0.229705,0.497540,0.272755,0.155597,0.338253,0.506150,2,2,0.144816
3251,0.229634,0.497387,0.272979,0.155549,0.338149,0.506302,2,2,0.144814
3252,0.229564,0.497234,0.273202,0.155501,0.338045,0.506454,2,2,0.144813
3253,0.229493,0.497081,0.273425,0.155453,0.337942,0.506605,2,2,0.144812
3254,0.229423,0.496929,0.273649,0.155405,0.337838,0.506757,2,2,0.144811
3255,0.229352,0.496776,0.273872,0.155358,0.337734,0.506908,2,2,0.144809
3256,0.229282,0.496624,0.274095,0.155310,0.337630,0.507060,2,2,0.144808
3257,0.229211,0.496471,0.274317,0.155262,0.337527,0.507211,2,2,0.144807
3258,0.229141,0.496319,0.274540,0.155215,0.337423,0.507362,2,2,0.144805
3259,0.229071,0.496167,0.274762,0.155167,0.337320,0.507513,2,2,0.144804
3260,0.229001,0.496015,0.274985,0.155120,0.337216,0.507664,2,2,0.144803
3261,0.228930,0.495863,0.275207,0.155072,0.337113,0.507815,2,2,0.144801
3262,0.228860,0.495711,0.275429,0.155025,0.337010,0.507966,2,2,0.144800
3263,0.228790,0.495559,0.275651,0.154977,0.336907,0.508116,2,2,0.144798
3264,0.228720,0.495407,0.275873,0.154930,0.336803,0.508267,2,2,0.144797
3265,0.228650,0.495256,0.276094,0.154882,0.336700,0.508418,2,2,0.144795
3266,0.228580,0.495104,0.276316,0.154835,0.336597,0.508568,2,2,0.144793
3267,0.228510,0.494953,0.276537,0.154787,0.336494,0.508718,2,2,0.144792
3268,0.228440,0.494801,0.276758,0.154740,0.336391,0.508869,2,2,0.144790
3269,0.228371,0.494650,0.276980,0.154693,0.336289,0.509019,2,2,0.144789
3270,0.228301,0.494499,0.277200,0.154645,0.336186,0.509169,2,2,0.144787
3271,0.228231,0.494348,0.277421,0.154598,0.336083,0.509319,2,2,0.144785
3272,0.228161,0.494197,0.277642,0.154551,0.335980,0.509469,2,2,0.144784
3273,0.228092,0.494046,0.277863,0.154504,0.335878,0.509618,2,2,0.144782
3274,0.228022,0.493895,0.278083,0.154457,0.335775,0.509768,2,2,0.144780
3275,0.227952,0.493744,0.278303,0.154410,0.335673,0.509918,2,2,0.144778
3276,0.227883,0.493594,0.278523,0.154362,0.335570,0.510067,2,2,0.144776
3277,0.227813,0.493443,0.278744,0.154315,0.335468,0.510217,2,2,0.144775
3278,0.227744,0.493293,0.278963,0.154268,0.335366,0.510366,2,2,0.144773
3279,0.227674,0.493142,0.279183,0.154221,0.335264,0.510515,2,2,0.144771
3280,0.227605,0.492992,0.279403,0.154174,0.335161,0.510664,2,2,0.144769
3281,0.227536,0.492842,0.279622,0.154127,0.335059,0.510813,2,2,0.144767
3282,0.227467,0.492692,0.279842,0.154080,0.334957,0.510962,2,2,0.144765
3283,0.227397,0.492542,0.280061,0.154033,0.334855,0.511111,2,2,0.144763
3284,0.227328,0.492392,0.280280,0.153987,0.334753,0.511260,2,2,0.144761
3285,0.227259,0.492242,0.280499,0.153940,0.334652,0.511409,2,2,0.144759
3286,0.227190,0.492092,0.280718,0.153893,0.334550,0.511557,2,2,0.144757
3287,0.227121,0.491943,0.280936,0.153846,0.334448,0.511706,2,2,0.144755
3288,0.227052,0.491793,0.281155,0.153799,0.334347,0.511854,2,2,0.144753
3289,0.226983,0.491644,0.281373,0.153753,0.334245,0.512002,2,2,0.144751
3290,0.226914,0.491495,0.281592,0.153706,0.334143,0.512151,2,2,0.144748
3291,0.226845,0.491345,0.281810,0.153659,0.334042,0.512299,2,2,0.144746
3292,0.226776,0.491196,0.282028,0.153613,0.333940,0.512447,2,2,0.144744
3293,0.226707,0.491047,0.282246,0.153566,0.333839,0.512595,2,2,0.144742
3294,0.226638,0.490898,0.282464,0.153519,0.333738,0.512743,2,2,0.144740
3295,0.226570,0.490749,0.282681,0.153473,0.333637,0.512891,2,2,0.144737
3296,0.226501,0.490600,0.282899,0.153426,0.333535,0.513038,2,2,0.144735
3297,0.226432,0.490452,0.283116,0.153380,0.333434,0.513186,2,2,0.144733
3298,0.226364,0.490303,0.283333,0.153333,0.333333,0.513333,2,2,0.144730
3299,0.226295,0.490154,0.283550,0.153287,0.333232,0.513481,2,2,0.144728
3300,0.226227,0.490006,0.283767,0.153240,0.333131,0.513628,2,2,0.144726
3301,0.226158,0.489858,0.283984,0.153194,0.333031,0.513775,2,2,0.144723
3302,0.226090,0.489709,0.284201,0.153148,0.332930,0.513923,2,2,0.144721
3303,0.226021,0.489561,0.284418,0.153101,0.332829,0.514070,2,2,0.144718
3304,0.225953,0.489413,0.284634,0.153055,0.332728,0.514217,2,2,0.144716
3305,0.225884,0.489265,0.284850,0.153009,0.332628,0.514363,2,2,0.144713
3306,0.225816,0.489117,0.285067,0.152963,0.332527,0.514510,2,2,0.144711
3307,0.225748,0.488969,0.285283,0.152916,0.332427,0.514657,2,2,0.144708
3308,0.225680,0.488822,0.285498,0.152870,0.332326,0.514804,2,2,0.144706
3309,0.225612,0.488674,0.285714,0.152824,0.332226,0.514950,2,2,0.144703
3310,0.225543,0.488527,0.285930,0.152778,0.332126,0.515097,2,2,0.144700
3311,0.225475,0.488379,0.286145,0.152732,0.332025,0.515243,2,2,0.144698
3312,0.225407,0.488232,0.286361,0.152686,0.331925,0.515389,2,2,0.144695
3313,0.225339,0.488084,0.286576,0.152640,0.331825,0.515535,2,2,0.144692
3314,0.225271,0.487937,0.286791,0.152593,0.331725,0.515682,2,2,0.144690
3315,0.225203,0.487790,0.287006,0.152547,0.331625,0.515828,2,2,0.144687
3316,0.225136,0.487643,0.287221,0.152502,0.331525,0.515973,2,2,0.144684
3317,0.225068,0.487496,0.287436,0.152456,0.331425,0.516119,2,2,0.144681
3318,0.225000,0.487349,0.287651,0.152410,0.331325,0.516265,2,2,0.144678
3319,0.224932,0.487203,0.287865,0.152364,0.331226,0.516411,2,2,0.144676
3320,0.224865,0.487056,0.288079,0.152318,0.331126,0.516556,2,2,0.144673
3321,0.224797,0.486909,0.288294,0.152272,0.331026,0.516702,2,2,0.144670
3322,0.224729,0.486763,0.288508,0.152226,0.330927,0.516847,2,2,0.144667
3323,0.224662,0.486617,0.288722,0.152180,0.330827,0.516992,2,2,0.144664
3324,0.224594,0.486470,0.288936,0.152135,0.330728,0.517138,2,2,0.144661
3325,0.224527,0.486324,0.289149,0.152089,0.330628,0.517283,2,2,0.144658
3326,0.224459,0.486178,0.289363,0.152043,0.330529,0.517428,2,2,0.144655
3327,0.224392,0.486032,0.289576,0.151998,0.330430,0.517573,2,2,0.144652
3328,0.224324,0.485886,0.289790,0.151952,0.330330,0.517718,2,2,0.144649
3329,0.224257,0.485740,0.290003,0.151906,0.330231,0.517863,2,2,0.144646
3330,0.224190,0.485594,0.290216,0.151861,0.330132,0.518007,2,2,0.144643
3331,0.224122,0.485449,0.290429,0.151815,0.330033,0.518152,2,2,0.144640
3332,0.224055,0.485303,0.290642,0.151770,0.329934,0.518296,2,2,0.144637
3333,0.223988,0.485157,0.290855,0.151724,0.329835,0.518441,2,2,0.144633
3334,0.223921,0.485012,0.291067,0.151679,0.329736,0.518585,2,2,0.144630
3335,0.223854,0.484867,0.291280,0.151633,0.329637,0.518729,2,2,0.144627
3336,0.223787,0.484721,0.291492,0.151588,0.329539,0.518874,2,2,0.144624
3337,0.223720,0.484576,0.291704,0.151542,0.329440,0.519018,2,2,0.144621
3338,0.223653,0.484431,0.291916,0.151497,0.329341,0.519162,2,2,0.144617
3339,0.223586,0.484286,0.292128,0.151452,0.329243,0.519306,2,2,0.144614
3340,0.223519,0.484141,0.292340,0.151406,0.329144,0.519449,2,2,0.144611
3341,0.223452,0.483996,0.292552,0.151361,0.329046,0.519593,2,2,0.144607
3342,0.223385,0.483852,0.292763,0.151316,0.328947,0.519737,2,2,0.144604
3343,0.223318,0.483707,0.292975,0.151271,0.328849,0.519880,2,2,0.144601
3344,0.223252,0.483562,0.293186,0.151225,0.328751,0.520024,2,2,0.144597
3345,0.223185,0.483418,0.293397,0.151180,0.328653,0.520167,2,2,0.144594
3346,0.223118,0.483274,0.293608,0.151135,0.328554,0.520311,2,2,0.144590
3347,0.223052,0.483129,0.293819,0.151090,0.328456,0.520454,2,2,0.144587
3348,0.222985,0.482985,0.294030,0.151045,0.328358,0.520597,2,2,0.144583
3349,0.222919,0.482841,0.294241,0.151000,0.328260,0.520740,2,2,0.144580
3350,0.222852,0.482697,0.294451,0.150955,0.328162,0.520883,2,2,0.144576
3351,0.222786,0.482553,0.294661,0.150910,0.328064,0.521026,2,2,0.144573
3352,0.222719,0.482409,0.294872,0.150865,0.327967,0.521169,2,2,0.144569
3353,0.222653,0.482265,0.295082,0.150820,0.327869,0.521311,2,2,0.144566
3354,0.222586,0.482122,0.295292,0.150775,0.327771,0.521454,2,2,0.144562
3355,0.222520,0.481978,0.295502,0.150730,0.327674,0.521597,2,2,0.144558
3356,0.222454,0.481834,0.295712,0.150685,0.327576,0.521739,2,2,0.144555
3357,0.222388,0.481691,0.295921,0.150640,0.327478,0.521882,2,2,0.144551
3358,0.222321,0.481548,0.296131,0.150595,0.327381,0.522024,2,2,0.144547
3359,0.222255,0.481404,0.296340,0.150550,0.327284,0.522166,2,2,0.144544
3360,0.222189,0.481261,0.296550,0.150506,0.327186,0.522308,2,2,0.144540
3361,0.222123,0.481118,0.296759,0.150461,0.327089,0.522450,2,2,0.144536
3362,0.222057,0.480975,0.296968,0.150416,0.326992,0.522592,2,2,0.144532
3363,0.221991,0.480832,0.297177,0.150371,0.326895,0.522734,2,2,0.144529
3364,0.221925,0.480689,0.297386,0.150327,0.326797,0.522876,2,2,0.144525
3365,0.221859,0.480546,0.297594,0.150282,0.326700,0.523018,2,2,0.144521
3366,0.221793,0.480404,0.297803,0.150238,0.326603,0.523159,2,2,0.144517
3367,0.221728,0.480261,0.298011,0.150193,0.326506,0.523301,2,2,0.144513
3368,0.221662,0.480119,0.298220,0.150148,0.326409,0.523442,2,2,0.144509
3369,0.221596,0.479976,0.298428,0.150104,0.326313,0.523584,2,2,0.144505
3370,0.221530,0.479834,0.298636,0.150059,0.326216,0.523725,2,2,0.144501
3371,0.221465,0.479692,0.298844,0.150015,0.326119,0.523866,2,2,0.144497
3372,0.221399,0.479549,0.299052,0.149970,0.326023,0.524007,2,2,0.144493
3373,0.221333,0.479407,0.299259,0.149926,0.325926,0.524148,2,2,0.144489
3374,0.221268,0.479265,0.299467,0.149882,0.325829,0.524289,2,2,0.144485
3375,0.221202,0.479123,0.299674,0.149837,0.325733,0.524430,2,2,0.144481
3376,0.221137,0.478982,0.299882,0.149793,0.325636,0.524571,2,2,0.144477
3377,0.221071,0.478840,0.300089,0.149748,0.325540,0.524711,2,2,0.144473
3378,0.221006,0.478698,0.300296,0.149704,0.325444,0.524852,2,2,0.144469
3379,0.220941,0.478557,0.300503,0.149660,0.325348,0.524993,2,2,0.144465
3380,0.220875,0.478415,0.300710,0.149616,0.325251,0.525133,2,2,0.144461
3381,0.220810,0.478274,0.300916,0.149571,0.325155,0.525273,2,2,0.144457
3382,0.220745,0.478132,0.301123,0.149527,0.325059,0.525414,2,2,0.144452
3383,0.220679,0.477991,0.301329,0.149483,0.324963,0.525554,2,2,0.144448
3384,0.220614,0.477850,0.301536,0.149439,0.324867,0.525694,2,2,0.144444
3385,0.220549,0.477709,0.301742,0.149395,0.324771,0.525834,2,2,0.144440
3386,0.220484,0.477568,0.301948,0.149351,0.324675,0.525974,2,2,0.144435
3387,0.220419,0.477427,0.302154,0.149307,0.324580,0.526114,2,2,0.144431
3388,0.220354,0.477286,0.302360,0.149263,0.324484,0.526254,2,2,0.144427
3389,0.220289,0.477145,0.302566,0.149219,0.324388,0.526393,2,2,0.144423
3390,0.220224,0.477005,0.302771,0.149175,0.324292,0.526533,2,2,0.144418
3391,0.220159,0.476864,0.302977,0.149131,0.324197,0.526673,2,2,0.144414
3392,0.220094,0.476724,0.303182,0.149087,0.324101,0.526812,2,2,0.144409
3393,0.220029,0.476583,0.303387,0.149043,0.324006,0.526951,2,2,0.144405
3394,0.219965,0.476443,0.303592,0.148999,0.323910,0.527091,2,2,0.144401
3395,0.219900,0.476303,0.303797,0.148955,0.323815,0.527230,2,2,0.144396
3396,0.219835,0.476162,0.304002,0.148911,0.323720,0.527369,2,2,0.144392
3397,0.219771,0.476022,0.304207,0.148867,0.323625,0.527508,2,2,0.144387
3398,0.219706,0.475882,0.304412,0.148824,0.323529,0.527647,2,2,0.144383
3399,0.219641,0.475742,0.304616,0.148780,0.323434,0.527786,2,2,0.144378
3400,0.219577,0.475603,0.304821,0.148736,0.323339,0.527925,2,2,0.144374
3401,0.219512,0.475463,0.305025,0.148692,0.323244,0.528063,2,2,0.144369
3402,0.219448,0.475323,0.305229,0.148649,0.323149,0.528202,2,2,0.144364
3403,0.219383,0.475184,0.305433,0.148605,0.323054,0.528341,2,2,0.144360
3404,0.219319,0.475044,0.305637,0.148561,0.322959,0.528479,2,2,0.144355
3405,0.219254,0.474905,0.305841,0.148518,0.322865,0.528618,2,2,0.144350
3406,0.219190,0.474765,0.306045,0.148474,0.322770,0.528756,2,2,0.144346
3407,0.219126,0.474626,0.306248,0.148431,0.322675,0.528894,2,2,0.144341
3408,0.219062,0.474487,0.306452,0.148387,0.322581,0.529032,2,2,0.144336
3409,0.218997,0.474348,0.306655,0.148344,0.322486,0.529170,2,2,0.144332
3410,0.218933,0.474209,0.306858,0.148300,0.322392,0.529308,2,2,0.144327
3411,0.218869,0.474070,0.307061,0.148257,0.322297,0.529446,2,2,0.144322
3412,0.218805,0.473931,0.307264,0.148213,0.322203,0.529584,2,2,0.144317
3413,0.218741,0.473792,0.307467,0.148170,0.322108,0.529722,2,2,0.144313
3414,0.218677,0.473653,0.307670,0.148126,0.322014,0.529859,2,2,0.144308
3415,0.218613,0.473515,0.307872,0.148083,0.321920,0.529997,2,2,0.144303
3416,0.218549,0.473376,0.308075,0.148040,0.321826,0.530135,2,2,0.144298
3417,0.218485,0.473238,0.308277,0.147996,0.321732,0.530272,2,2,0.144293
3418,0.218421,0.473099,0.308480,0.147953,0.321637,0.530409,2,2,0.144288
3419,0.218357,0.472961,0.308682,0.147910,0.321543,0.530547,2,2,0.144283
3420,0.218293,0.472823,0.308884,0.147867,0.321449,0.530684,2,2,0.144278
3421,0.218230,0.472685,0.309086,0.147824,0.321356,0.530821,2,2,0.144273
3422,0.218166,0.472547,0.309287,0.147780,0.321262,0.530958,2,2,0.144268
3423,0.218102,0.472409,0.309489,0.147737,0.321168,0.531095,2,2,0.144263
3424,0.218039,0.472271,0.309691,0.147694,0.321074,0.531232,2,2,0.144258
3425,0.217975,0.472133,0.309892,0.147651,0.320980,0.531369,2,2,0.144253
3426,0.217911,0.471995,0.310093,0.147608,0.320887,0.531505,2,2,0.144248
