step,p0_heads,p1_heads
23339,0.506981,0.507896
23340,0.459554,0.548861
23341,0.419776,0.583190
23342,0.386745,0.611761
23343,0.431646,0.570894
23344,0.477051,0.608655
23345,0.515975,0.639778
23346,0.555253,0.595615
23347,0.513580,0.619692
23348,0.477987,0.639709
23349,0.522687,0.671506
23350,0.560427,0.697363
23351,0.591982,0.718407
23352,0.618231,0.735577
23353,0.640019,0.749633
23354,0.670344,0.702489
23355,0.695061,0.658658
23356,0.715229,0.619102
23357,0.668256,0.636157
23358,0.618404,0.579508
23359,0.645172,0.543617
23360,0.597659,0.493161
23361,0.555738,0.450342
23362,0.519445,0.414491
23363,0.472602,0.457689
23364,0.433130,0.494942
23365,0.402936,0.451842
23366,0.377828,0.415741
23367,0.346546,0.458776
23368,0.389499,0.502690
23369,0.440503,0.465154
23370,0.484913,0.433539
23371,0.449361,0.470367
23372,0.493824,0.518164
23373,0.456916,0.474804
23374,0.420432,0.512899
23375,0.463353,0.478579
23376,0.506787,0.524360
23377,0.543683,0.488323
23378,0.500250,0.445935
23379,0.463304,0.410489
23380,0.425766,0.453868
23381,0.394500,0.491326
23382,0.364873,0.448460
23383,0.410659,0.418364
23384,0.378207,0.383230
23385,0.422457,0.358916
23386,0.387959,0.330819
23387,0.362208,0.375139
23388,0.340919,0.414566
23389,0.323311,0.448984
23390,0.308725,0.478642
23391,0.296619,0.503979
23392,0.271867,0.450688
23393,0.324332,0.503382
23394,0.372764,0.548160
23395,0.416087,0.585645
23396,0.391188,0.540971
23397,0.442686,0.498523
23398,0.481016,0.537295
23399,0.439098,0.573215
23400,0.483861,0.531717
23401,0.522959,0.570597
23402,0.560972,0.529454
23403,0.592748,0.494142
23404,0.551898,0.525044
23405,0.579090,0.495020
23406,0.528252,0.446511
23407,0.484531,0.406028
23408,0.447527,0.372572
23409,0.486850,0.419860
23410,0.445649,0.464306
23411,0.485236,0.506288
23412,0.453751,0.469646
23413,0.413331,0.513428
23414,0.452595,0.549010
23415,0.500580,0.504543
23416,0.541394,0.466662
23417,0.574925,0.509371
23418,0.529363,0.546486
23419,0.490215,0.577649
23420,0.457016,0.603670
23421,0.491683,0.566150
23422,0.463438,0.588475
23423,0.514306,0.628605
23424,0.557353,0.661397
23425,0.593303,0.688114
23426,0.621487,0.644476
23427,0.573551,0.592092
23428,0.605103,0.551224
23429,0.631261,0.515911
23430,0.652911,0.485755
23431,0.670833,0.460195
23432,0.617756,0.413759
23433,0.575704,0.447939
23434,0.526981,0.403603
23435,0.485121,0.367089
23436,0.448143,0.407130
23437,0.491370,0.459336
23438,0.455878,0.420806
23439,0.418400,0.461962
23440,0.387252,0.497381
23441,0.430468,0.467651
23442,0.403706,0.497773
23443,0.368664,0.448598
23444,0.347162,0.481471
23445,0.398651,0.531114
23446,0.444305,0.572869
23447,0.409887,0.600110
23448,0.452605,0.562061
23449,0.423171,0.585413
23450,0.398566,0.604969
23451,0.450695,0.644117
23452,0.421572,0.659773
23453,0.458053,0.623466
23454,0.489435,0.591457
23455,0.516185,0.563614
23456,0.463997,0.503623
23457,0.513759,0.554153
23458,0.469383,0.503080
23459,0.437034,0.534432
23460,0.473967,0.502618
23461,0.521181,0.550359
23462,0.477866,0.502225
23463,0.516006,0.467994
23464,0.548296,0.439120
23465,0.501017,0.399159
23466,0.466231,0.438176
23467,0.500864,0.413959
23468,0.455465,0.374893
23469,0.500735,0.426663
23470,0.464375,0.466403
23471,0.433750,0.500541
23472,0.482052,0.546267
23473,0.448610,0.574892
23474,0.410706,0.525140
23475,0.456276,0.563791
23476,0.423874,0.521374
23477,0.396826,0.485051
23478,0.363349,0.529124
23479,0.335885,0.566259
23480,0.381216,0.598479
23481,0.421483,0.625225
23482,0.398497,0.584012
23483,0.361425,0.620724
23484,0.413389,0.571598
23485,0.454177,0.602230
23486,0.426174,0.560974
23487,0.402732,0.525208
23488,0.437121,0.551900
23489,0.393458,0.595267
23490,0.357609,0.631020
23491,0.397530,0.652016
23492,0.432594,0.669413
23493,0.389727,0.697142
23494,0.425786,0.710888
23495,0.384124,0.732759
23496,0.349976,0.750501
23497,0.401008,0.702110
23498,0.446191,0.657018
23499,0.415548,0.674534
23500,0.389996,0.689050
23501,0.440867,0.714930
23502,0.479953,0.673630
23503,0.524481,0.702467
23504,0.557693,0.662249
23505,0.520813,0.674852
23506,0.563917,0.705231
23507,0.591654,0.666664
23508,0.614787,0.632002
23509,0.634054,0.601410
23510,0.598052,0.612941
23511,0.541703,0.550029
23512,0.567478,0.522669
23513,0.608764,0.573757
23514,0.571284,0.593180
23515,0.611902,0.634743
23516,0.560706,0.579461
23517,0.590113,0.542330
23518,0.624202,0.584559
23519,0.647888,0.546747
23520,0.606186,0.572067
23521,0.569453,0.593300
23522,0.590640,0.561375
23523,0.559141,0.579564
23524,0.502905,0.521009
23525,0.475526,0.545553
23526,0.427974,0.491641
23527,0.479192,0.538750
23528,0.438660,0.492895
23529,0.478655,0.458102
23530,0.438209,0.419662
23531,0.481854,0.464364
23532,0.447403,0.431549
23533,0.484574,0.469695
23534,0.441594,0.516443
23535,0.412785,0.481230
23536,0.461932,0.439283
23537,0.500101,0.478092
23538,0.457709,0.523118
23539,0.500086,0.481375
23540,0.536129,0.446074
23541,0.500073,0.484166
23542,0.530725,0.454113
23543,0.574503,0.503333
23544,0.526125,0.460966
23545,0.559292,0.428330
23546,0.596019,0.474759
23547,0.623058,0.439899
23548,0.645460,0.410713
23549,0.664017,0.386382
23550,0.679405,0.366132
23551,0.624890,0.333329
23552,0.583797,0.373827
23553,0.606782,0.356821
23554,0.625958,0.342642
23555,0.641954,0.330807
23556,0.676488,0.389459
23557,0.621584,0.354605
23558,0.572263,0.326131
23559,0.530422,0.369681
23560,0.486860,0.338439
23561,0.449962,0.312936
23562,0.493292,0.295313
23563,0.455383,0.275187
23564,0.497941,0.261293
23565,0.459306,0.245419
23566,0.426829,0.232449
23567,0.392059,0.277845
23568,0.363327,0.320446
23569,0.407849,0.307486
23570,0.374492,0.281110
23571,0.350479,0.321482
23572,0.323870,0.292397
23573,0.304831,0.331800
23574,0.283811,0.300715
23575,0.266649,0.275647
23576,0.252591,0.255387
23577,0.238678,0.297669
23578,0.227273,0.336595
23579,0.273282,0.394208
23580,0.255564,0.431256
23581,0.241110,0.463380
23582,0.287250,0.441464
23583,0.337465,0.497393
23584,0.315947,0.450181
23585,0.294543,0.484749
23586,0.277561,0.439561
23587,0.260686,0.475626
23588,0.307229,0.448557
23589,0.350192,0.425781
23590,0.333780,0.456231
23591,0.304605,0.408421
23592,0.345327,0.389552
23593,0.381852,0.373767
23594,0.367328,0.405689
23595,0.426438,0.465386
23596,0.459553,0.442257
23597,0.512013,0.497165
23598,0.556442,0.543944
23599,0.510211,0.497590
23600,0.545586,0.462519
23601,0.575310,0.432984
23602,0.526512,0.394682
23603,0.484593,0.363093
23604,0.447748,0.407066
23605,0.486903,0.382803
23606,0.530385,0.434382
23607,0.563520,0.405555
23608,0.517284,0.371825
23609,0.554073,0.419454
23610,0.510729,0.463630
23611,0.473733,0.501663
23612,0.517234,0.543918
23613,0.554031,0.579367
23614,0.588706,0.535595
23615,0.544636,0.493038
23616,0.506589,0.456920
23617,0.548992,0.419781
23618,0.510324,0.390113
23619,0.477341,0.365510
23620,0.449448,0.345130
23621,0.480736,0.384901
23622,0.432868,0.439193
23623,0.483623,0.401678
23624,0.452247,0.375716
23625,0.425863,0.354190
23626,0.403757,0.336343
23627,0.436854,0.375060
23628,0.392116,0.431020
23629,0.426721,0.466554
23630,0.407897,0.441263
23631,0.392105,0.419998
23632,0.421464,0.450010
23633,0.446873,0.475818
23634,0.507687,0.423468
23635,0.484556,0.405576
23636,0.506534,0.434806
23637,0.486871,0.419472
23638,0.430997,0.480457
23639,0.384793,0.532829
23640,0.441244,0.483386
23641,0.490514,0.441576
23642,0.449993,0.485877
23643,0.417691,0.448932
23644,0.384476,0.492203
23645,0.358376,0.454261
23646,0.331811,0.496775
23647,0.378703,0.461092
23648,0.349588,0.422879
23649,0.396326,0.466910
23650,0.437638,0.504773
23651,0.411522,0.471862
23652,0.462927,0.429530
23653,0.424574,0.476075
23654,0.395015,0.441279
23655,0.435752,0.479660
23656,0.410394,0.450023
23657,0.372932,0.499532
23658,0.423606,0.457480
23659,0.468027,0.422184
23660,0.506217,0.392780
23661,0.547641,0.440485
23662,0.579601,0.408006
23663,0.540529,0.449345
23664,0.581177,0.495904
23665,0.607807,0.460709
23666,0.569170,0.496519
23667,0.535634,0.527000
23668,0.558899,0.497041
23669,0.603809,0.546419
23670,0.622739,0.513636
23671,0.588594,0.539488
23672,0.558870,0.561302
23673,0.606645,0.606957
23674,0.622715,0.573077
23675,0.661111,0.616641
23676,0.604900,0.562239
23677,0.638304,0.599652
23678,0.659718,0.558410
23679,0.608726,0.510852
23680,0.637084,0.549712
23681,0.592827,0.509224
23682,0.626366,0.467441
23683,0.650063,0.506839
23684,0.669644,0.540280
23685,0.695597,0.493866
23686,0.645791,0.534258
23687,0.599278,0.493692
23688,0.624924,0.529132
23689,0.655225,0.484323
23690,0.680036,0.446404
23691,0.700359,0.414639
23692,0.654945,0.454395
23693,0.672972,0.427246
23694,0.620188,0.388056
23695,0.577717,0.427142
23696,0.529166,0.387970
23697,0.562096,0.365982
23698,0.524799,0.404325
23699,0.478070,0.365921
23700,0.446304,0.404272
23701,0.419634,0.437837
23702,0.470873,0.492615
23703,0.440250,0.521872
23704,0.488719,0.568293
23705,0.455278,0.592525
23706,0.490411,0.558149
23707,0.520362,0.528472
23708,0.545714,0.503078
23709,0.591282,0.556229
23710,0.612032,0.526823
23711,0.577832,0.547850
23712,0.595677,0.522805
23713,0.610651,0.501421
23714,0.623218,0.483238
23715,0.594486,0.501208
23716,0.569536,0.516482
23717,0.548041,0.529442
23718,0.484496,0.465571
23719,0.430794,0.412074
23720,0.386344,0.368131
23721,0.368927,0.401946
23722,0.425601,0.460282
23723,0.475427,0.510804
23724,0.518207,0.553616
23725,0.553886,0.515382
23726,0.509594,0.470783
23727,0.471014,0.507807
23728,0.508155,0.475157
23729,0.550165,0.522352
23730,0.585343,0.562189
23731,0.541565,0.592920
23732,0.578168,0.625402
23733,0.535335,0.650137
23734,0.572963,0.676046
23735,0.530827,0.695656
23736,0.562141,0.651426
23737,0.588384,0.611622
23738,0.625364,0.647630
23739,0.575346,0.595323
23740,0.607191,0.626526
23741,0.564179,0.581300
23742,0.517541,0.614737
23743,0.477624,0.642344
23744,0.518653,0.667562
23745,0.555735,0.620592
23746,0.589875,0.649698
23747,0.620175,0.604563
23748,0.573980,0.556028
23749,0.533637,0.513875
23750,0.573440,0.472851
23751,0.533170,0.437131
23752,0.562549,0.476917
23753,0.587189,0.510987
23754,0.534464,0.555140
23755,0.563637,0.583550
23756,0.529307,0.546922
23757,0.574340,0.496690
23758,0.524919,0.539917
23759,0.482485,0.576218
23760,0.521373,0.607307
23761,0.554243,0.633075
23762,0.592114,0.583813
23763,0.550913,0.540813
23764,0.515311,0.503753
23765,0.559623,0.459855
23766,0.513016,0.503190
23767,0.550746,0.465857
23768,0.582382,0.434405
23769,0.543176,0.470966
23770,0.583613,0.518912
23771,0.544244,0.550124
23772,0.510320,0.576357
23773,0.556150,0.615620
23774,0.520533,0.636837
23775,0.564713,0.668265
23776,0.517456,0.617137
23777,0.477007,0.571486
23778,0.440132,0.605121
23779,0.409285,0.632961
23780,0.456541,0.659894
23781,0.422986,0.682048
23782,0.395000,0.700256
23783,0.434393,0.656722
23784,0.395102,0.603780
23785,0.444145,0.634463
23786,0.410469,0.588569
23787,0.379728,0.620978
23788,0.352579,0.576642
23789,0.397211,0.603399
23790,0.373656,0.565288
23791,0.341969,0.605684
23792,0.384189,0.627908
23793,0.436260,0.575223
23794,0.407764,0.536128
23795,0.456968,0.489430
23796,0.495691,0.524661
23797,0.463398,0.491016
23798,0.421980,0.537329
23799,0.387595,0.576226
23800,0.430748,0.605194
23801,0.477810,0.557009
23802,0.441031,0.589786
23803,0.484277,0.621208
23804,0.446466,0.647626
23805,0.488952,0.672712
23806,0.525215,0.693292
23807,0.565234,0.644825
23808,0.521438,0.666683
23809,0.558647,0.691452
23810,0.592168,0.646469
23811,0.549914,0.665049
23812,0.578592,0.625514
23813,0.615449,0.660628
23814,0.638635,0.621567
23815,0.657853,0.587054
23816,0.604773,0.530406
23817,0.557567,0.481571
23818,0.590568,0.451034
23819,0.621660,0.499794
23820,0.576237,0.533197
23821,0.536554,0.561368
23822,0.564942,0.528229
23823,0.588748,0.499851
23824,0.627629,0.550531
23825,0.575658,0.499873
23826,0.530077,0.456775
23827,0.565524,0.425452
23828,0.595150,0.399281
23829,0.555785,0.436503
23830,0.595567,0.488204
23831,0.547472,0.445947
23832,0.581510,0.489973
23833,0.540385,0.454005
23834,0.504968,0.423791
23835,0.474810,0.398540
23836,0.524117,0.363282
23837,0.491082,0.343031
23838,0.537912,0.314972
23839,0.502853,0.298941
23840,0.473017,0.285690
23841,0.427930,0.338303
23842,0.403276,0.318179
23843,0.438622,0.361182
23844,0.469179,0.399606
23845,0.421011,0.453956
23846,0.400130,0.426620
23847,0.432704,0.460832
23848,0.460868,0.490218
23849,0.485013,0.515257
23850,0.505596,0.536486
23851,0.487260,0.512970
23852,0.546534,0.456181
23853,0.522155,0.436374
23854,0.539586,0.462727
23855,0.479555,0.520611
23856,0.503437,0.543151
23857,0.448925,0.591487
23858,0.477275,0.609945
23859,0.531393,0.552926
23860,0.576869,0.503277
23861,0.526694,0.545034
23862,0.565482,0.502785
23863,0.596486,0.541673
23864,0.622257,0.574351
23865,0.652992,0.528043
23866,0.604504,0.563329
23867,0.631204,0.523844
23868,0.582620,0.479132
23869,0.539114,0.516084
23870,0.501633,0.547371
23871,0.544587,0.587758
23872,0.580609,0.621203
23873,0.611115,0.577768
23874,0.636388,0.539848
23875,0.657299,0.507232
23876,0.605661,0.459035
23877,0.563060,0.492897
23878,0.599744,0.540016
23879,0.553680,0.493963
23880,0.513754,0.454867
23881,0.545677,0.494868
23882,0.585836,0.454103
23883,0.619117,0.419909
23884,0.646564,0.391423
23885,0.601790,0.431760
23886,0.625597,0.407301
23887,0.574138,0.369707
23888,0.529049,0.338930
23889,0.490317,0.313789
23890,0.532319,0.295701
23891,0.493106,0.275859
23892,0.534680,0.261599
23893,0.568703,0.310160
23894,0.523366,0.358467
23895,0.484495,0.401966
23896,0.519865,0.378782
23897,0.561503,0.431056
23898,0.590873,0.403009
23899,0.615346,0.379650
23900,0.635704,0.360220
23901,0.581918,0.327970
23902,0.543205,0.368443
23903,0.495264,0.334657
23904,0.461890,0.374433
23905,0.508385,0.429445
23906,0.542441,0.403872
23907,0.571093,0.382533
23908,0.521245,0.347294
23909,0.485845,0.386921
23910,0.443314,0.350874
23911,0.407780,0.321501
23912,0.450967,0.305145
23913,0.488293,0.291616
23914,0.533139,0.344685
23915,0.564683,0.324278
23916,0.591100,0.307439
23917,0.540061,0.284133
23918,0.503309,0.327570
23919,0.546859,0.380967
23920,0.502813,0.351759
23921,0.465312,0.327766
23922,0.502391,0.372941
23923,0.459047,0.422978
23924,0.427546,0.393443
23925,0.391848,0.441071
23926,0.438294,0.409041
23927,0.478676,0.382399
23928,0.438558,0.351434
23929,0.478904,0.330158
23930,0.447701,0.372658
23931,0.408114,0.340249
23932,0.382614,0.381701
23933,0.361430,0.418371
23934,0.414291,0.472531
23935,0.454182,0.444374
23936,0.414427,0.402878
23937,0.387883,0.440770
23938,0.427064,0.417155
23939,0.387979,0.376993
23940,0.365919,0.414591
23941,0.334602,0.374888
23942,0.317064,0.412741
23943,0.369310,0.466399
23944,0.345728,0.500063
23945,0.388196,0.471427
23946,0.367678,0.500053
23947,0.404520,0.475706
23948,0.364828,0.425602
23949,0.347813,0.457106
23950,0.333648,0.484168
23951,0.321837,0.507249
23952,0.357100,0.486541
23953,0.417380,0.543820
23954,0.450221,0.517711
23955,0.404662,0.462414
23956,0.457649,0.515056
23957,0.418687,0.468035
23958,0.390708,0.502983
23959,0.430713,0.472820
23960,0.392133,0.428038
23961,0.368862,0.464128
23962,0.407913,0.438715
23963,0.369869,0.395997
23964,0.350530,0.432515
23965,0.404186,0.485292
23966,0.379023,0.517278
23967,0.358129,0.544366
23968,0.340780,0.567192
23969,0.378488,0.537738
23970,0.411759,0.512486
23971,0.440702,0.490966
23972,0.499202,0.547526
23973,0.474188,0.566916
23974,0.499322,0.540431
23975,0.552843,0.591690
23976,0.573879,0.561808
23977,0.591554,0.536041
23978,0.634841,0.588058
23979,0.649043,0.558663
23980,0.660912,0.533342
23981,0.627758,0.549928
23982,0.566420,0.489294
23983,0.609264,0.542478
23984,0.556549,0.490899
23985,0.519387,0.521954
23986,0.473299,0.473403
23987,0.441753,0.507075
23988,0.489470,0.552180
23989,0.525243,0.515867
23990,0.480700,0.469553
23991,0.517795,0.438800
23992,0.483592,0.474111
23993,0.529469,0.522702
23994,0.486052,0.477989
23995,0.450243,0.514939
23996,0.414005,0.471398
23997,0.383902,0.434702
23998,0.355415,0.477857
23999,0.400816,0.444409
24000,0.368699,0.407253
24001,0.344850,0.449034
24002,0.325169,0.485148
24003,0.376313,0.531487
24004,0.349645,0.487375
24005,0.325317,0.524819
24006,0.304172,0.481694
24007,0.349776,0.521101
24008,0.331062,0.484438
24009,0.315563,0.453391
24010,0.354830,0.486771
24011,0.411419,0.440537
24012,0.461503,0.402002
24013,0.498903,0.442368
24014,0.542112,0.403521
24015,0.499068,0.450953
24016,0.535819,0.417707
24017,0.573667,0.463251
24018,0.605191,0.502483
24019,0.562744,0.468748
24020,0.515763,0.514993
24021,0.475575,0.554131
24022,0.516369,0.586858
24023,0.554010,0.541048
24024,0.511390,0.499586
24025,0.549821,0.460055
24026,0.582044,0.426825
24027,0.608904,0.399079
24028,0.559101,0.365727
24029,0.589791,0.343461
24030,0.550301,0.385089
24031,0.576552,0.365697
24032,0.542796,0.401840
24033,0.490586,0.361740
24034,0.536401,0.416263
24035,0.574897,0.464336
24036,0.533563,0.503147
24037,0.563795,0.469672
24038,0.589134,0.441419
24039,0.554308,0.474212
24040,0.524267,0.502274
24041,0.498584,0.526121
24042,0.520631,0.501933
24043,0.573265,0.556114
24044,0.517539,0.501643
24045,0.562400,0.547753
24046,0.514910,0.501396
24047,0.478331,0.536802
24048,0.522196,0.575603
24049,0.481579,0.531298
24050,0.522011,0.489760
24051,0.481421,0.451788
24052,0.443958,0.494235
24053,0.412592,0.530405
24054,0.386467,0.560915
24055,0.425491,0.525853
24056,0.476801,0.570365
24057,0.511190,0.533997
24058,0.465493,0.485214
24059,0.509512,0.528910
24060,0.545496,0.491116
24061,0.582330,0.533909
24062,0.611855,0.495382
24063,0.636330,0.462658
24064,0.586175,0.421723
24065,0.615046,0.394795
24066,0.573452,0.433313
24067,0.537236,0.466718
24068,0.580420,0.517968
24069,0.605118,0.486590
24070,0.625702,0.459992
24071,0.642851,0.437555
24072,0.657148,0.418679
24073,0.599656,0.374391
24074,0.621151,0.359170
24075,0.639060,0.346451
24076,0.672667,0.405637
24077,0.699919,0.458277
24078,0.722030,0.503814
24079,0.678318,0.539371
24080,0.692402,0.503242
24081,0.638046,0.458630
24082,0.588819,0.421196
24083,0.618327,0.391507
24084,0.646851,0.438899
24085,0.600987,0.481300
24086,0.632576,0.522788
24087,0.586167,0.484103
24088,0.540360,0.526174
24089,0.573445,0.486486
24090,0.601072,0.452866
24091,0.562554,0.488513
24092,0.529190,0.518919
24093,0.478464,0.469819
24094,0.510293,0.441360
24095,0.537292,0.417461
24096,0.582976,0.471000
24097,0.620748,0.517089
24098,0.580978,0.550153
24099,0.619103,0.588587
24100,0.650413,0.620445
24101,0.676055,0.646742
24102,0.630256,0.672105
24103,0.651433,0.625753
24104,0.599544,0.576901
24105,0.625991,0.534180
24106,0.576842,0.490889
24107,0.533792,0.454174
24108,0.571284,0.418002
24109,0.528735,0.461018
24110,0.486011,0.423671
24111,0.524432,0.466846
24112,0.562773,0.429441
24113,0.520950,0.398220
24114,0.559851,0.367836
24115,0.518432,0.342774
24116,0.483003,0.322134
24117,0.453008,0.305116
24118,0.427769,0.291056
24119,0.480503,0.269021
24120,0.525719,0.251143
24121,0.489204,0.240552
24122,0.458241,0.231793
24123,0.416608,0.281003
24124,0.382109,0.327487
24125,0.353676,0.369900
24126,0.330288,0.407633
24127,0.311042,0.440606
24128,0.295178,0.469063
24129,0.346556,0.524257
24130,0.391786,0.496240
24131,0.368402,0.520623
24132,0.419833,0.571314
24133,0.465012,0.613297
24134,0.431695,0.560732
24135,0.477644,0.522987
24136,0.442296,0.476895
24137,0.407077,0.512669
24138,0.450502,0.555122
24139,0.488043,0.590608
24140,0.520076,0.620061
24141,0.564473,0.573132
24142,0.601443,0.532142
24143,0.554887,0.562286
24144,0.512437,0.513469
24145,0.546706,0.553019
24146,0.575504,0.586137
24147,0.525919,0.617971
24148,0.558057,0.644698
24149,0.522036,0.600801
24150,0.549410,0.623972
24151,0.572451,0.643236
24152,0.517842,0.674910
24153,0.561704,0.622699
24154,0.524546,0.579545
24155,0.477732,0.614864
24156,0.520869,0.567773
24157,0.557317,0.526721
24158,0.513752,0.482970
24159,0.476531,0.445959
24160,0.437028,0.489116
24161,0.404049,0.525952
24162,0.376670,0.557058
24163,0.425184,0.595877
24164,0.467627,0.627975
24165,0.436274,0.581776
24166,0.484024,0.536189
24167,0.445751,0.569683
24168,0.413700,0.597672
24169,0.387009,0.620980
24170,0.426441,0.583318
24171,0.460731,0.550503
24172,0.512016,0.596055
24173,0.466603,0.542968
24174,0.502907,0.507673
24175,0.458902,0.461689
24176,0.427976,0.497462
24177,0.475853,0.542270
24178,0.442202,0.572332
24179,0.479471,0.535953
24180,0.525629,0.579044
24181,0.557288,0.541758
24182,0.595612,0.583876
24183,0.627314,0.618762
24184,0.653437,0.647496
24185,0.677565,0.601865
24186,0.630593,0.553999
24187,0.658833,0.512811
24188,0.611720,0.545949
24189,0.569922,0.573811
24190,0.533566,0.597138
24191,0.502366,0.616631
24192,0.528543,0.582859
24193,0.576408,0.625951
24194,0.616029,0.661098
24195,0.636877,0.622108
24196,0.654206,0.587653
24197,0.668622,0.557660
24198,0.698874,0.605267
24199,0.710264,0.572946
24200,0.719742,0.544963
24201,0.727648,0.520945
24202,0.734257,0.500449
24203,0.678065,0.443062
24204,0.703471,0.500382
24205,0.653206,0.451544
24206,0.675748,0.500324
24207,0.694292,0.541819
24208,0.715888,0.502271
24209,0.730512,0.543462
24210,0.681209,0.576329
24211,0.633588,0.530248
24212,0.660988,0.490392
24213,0.615325,0.450901
24214,0.574808,0.417794
24215,0.612653,0.385214
24216,0.572464,0.358459
24217,0.537512,0.336383
24218,0.507496,0.318159
24219,0.481932,0.303093
24220,0.460271,0.290610
24221,0.484640,0.330103
24222,0.430862,0.387327
24223,0.412839,0.366613
24224,0.368983,0.420247
24225,0.425703,0.385857
24226,0.461055,0.428907
24227,0.417198,0.476256
24228,0.453697,0.514155
24229,0.485133,0.546259
24230,0.437290,0.586167
24231,0.397488,0.619241
24232,0.436555,0.644722
24233,0.396879,0.671148
24234,0.436024,0.691370
24235,0.486075,0.642380
24236,0.454043,0.595211
24237,0.488163,0.621955
24238,0.442528,0.651972
24239,0.478281,0.673306
24240,0.434245,0.697107
24241,0.471151,0.713961
24242,0.502786,0.727835
24243,0.550280,0.677496
24244,0.589975,0.631142
24245,0.615746,0.659872
24246,0.647777,0.615262
24247,0.674008,0.575722
24248,0.695486,0.541312
24249,0.648053,0.489864
24250,0.674234,0.460279
24251,0.628729,0.417154
24252,0.649829,0.466217
24253,0.597746,0.503926
24254,0.628444,0.471273
24255,0.583381,0.503337
24256,0.536613,0.455735
24257,0.496313,0.415866
24258,0.536935,0.389148
24259,0.571103,0.366942
24260,0.531411,0.405340
24261,0.497336,0.438936
24262,0.526709,0.419270
24263,0.572227,0.476512
24264,0.522708,0.431212
24265,0.486828,0.466958
24266,0.519306,0.441427
24267,0.563458,0.494268
24268,0.516412,0.450150
24269,0.476160,0.413229
24270,0.516901,0.384603
24271,0.554504,0.432523
24272,0.514368,0.401421
24273,0.554853,0.370323
24274,0.588723,0.344699
24275,0.546677,0.389074
24276,0.510382,0.428329
24277,0.479430,0.462441
24278,0.434210,0.417489
24279,0.482512,0.468058
24280,0.518743,0.436946
24281,0.474584,0.399212
24282,0.511998,0.373898
24283,0.553176,0.424019
24284,0.510199,0.392170
24285,0.470406,0.437744
24286,0.434056,0.403567
24287,0.401135,0.447722
24288,0.373824,0.485941
24289,0.351219,0.518576
24290,0.392106,0.488049
24291,0.356742,0.441072
24292,0.397010,0.415654
24293,0.377281,0.449846
24294,0.360823,0.479301
24295,0.347084,0.504459
24296,0.405415,0.557145
24297,0.457263,0.600984
24298,0.493623,0.565264
24299,0.449787,0.512031
24300,0.420266,0.541373
24301,0.469087,0.584412
24302,0.506642,0.547282
24303,0.548537,0.589322
24304,0.579954,0.551543
24305,0.532761,0.501747
24306,0.568123,0.543855
24307,0.597658,0.579184
24308,0.558004,0.537303
24309,0.583305,0.567463
24310,0.622014,0.518797
24311,0.570993,0.557441
24312,0.604294,0.515980
24313,0.560457,0.548885
24314,0.589012,0.513584
24315,0.551458,0.541589
24316,0.575884,0.511547
24317,0.522568,0.460515
24318,0.564640,0.509816
24319,0.519187,0.466418
24320,0.480270,0.429900
24321,0.447359,0.399433
24322,0.409238,0.446565
24323,0.377653,0.487432
24324,0.351592,0.447532
24325,0.395418,0.489316
24326,0.372795,0.455356
24327,0.425180,0.416701
24328,0.464508,0.457598
24329,0.423903,0.503530
24330,0.463403,0.538793
24331,0.422981,0.577374
24332,0.462605,0.606390
24333,0.509008,0.558308
24334,0.543048,0.590520
24335,0.581913,0.544423
24336,0.614185,0.504599
24337,0.641306,0.545524
24338,0.663676,0.579853
24339,0.688664,0.535144
24340,0.709080,0.496662
24341,0.662577,0.529886
24342,0.680763,0.497163
24343,0.695803,0.469356
24344,0.642673,0.423201
24345,0.594509,0.384965
24346,0.552047,0.353526
24347,0.506310,0.396908
24348,0.542174,0.446941
24349,0.572332,0.490374
24350,0.609148,0.452602
24351,0.567888,0.417576
24352,0.605472,0.386597
24353,0.630008,0.432611
24354,0.660174,0.399071
24355,0.611213,0.442623
24356,0.639341,0.488018
24357,0.664754,0.451964
24358,0.617699,0.415628
24359,0.646969,0.386078
24360,0.601760,0.356719
24361,0.561882,0.332573
24362,0.527324,0.312713
24363,0.497729,0.296352
24364,0.448433,0.347420
24365,0.407276,0.393835
24366,0.456125,0.369156
24367,0.423954,0.339272
24368,0.462679,0.388062
24369,0.435222,0.362032
24370,0.468261,0.404405
24371,0.422214,0.454731
24372,0.457038,0.492732
24373,0.508339,0.450303
24374,0.463457,0.493822
24375,0.507089,0.457719
24376,0.543771,0.501844
24377,0.500158,0.538896
24378,0.462372,0.495537
24379,0.425688,0.533563
24380,0.394561,0.490980
24381,0.440881,0.453705
24382,0.407193,0.418078
24383,0.377083,0.461605
24384,0.352205,0.499096
24385,0.401154,0.542199
24386,0.373331,0.499232
24387,0.415674,0.535893
24388,0.464992,0.492170
24389,0.432905,0.455678
24390,0.396703,0.499445
24391,0.438795,0.537159
24392,0.485919,0.494343
24393,0.522698,0.532843
24394,0.553783,0.565281
24395,0.519297,0.527927
24396,0.545765,0.555577
24397,0.590405,0.504480
24398,0.627241,0.460932
24399,0.577079,0.503808
24400,0.608817,0.466774
24401,0.635099,0.435564
24402,0.586422,0.398160
24403,0.615628,0.445145
24404,0.644927,0.411830
24405,0.599584,0.380539
24406,0.559618,0.354689
24407,0.525007,0.333358
24408,0.569922,0.308164
24409,0.595101,0.352733
24410,0.543172,0.404341
24411,0.498236,0.449988
24412,0.536722,0.418411
24413,0.498500,0.457451
